codigoestacion,codigosensor,fechaobservacion,valorobservado,nombreestacion,departamento,municipio,zonahidrografica,latitud,longitud,descripcionsensor,unidadmedida,entidad
0052065020,0240,2025-11-25T22:50:00.000,0,BARBACOAS,NARIÑO,BARBACOAS,PATÍA,1.67,-78.14,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052065020,0104,2025-11-25T22:50:00.000,28.6,BARBACOAS,NARIÑO,BARBACOAS,PATÍA,1.67,-78.14,DIRECCIÓN DEL VIENTO,GN,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052065020,0103,2025-11-25T23:00:00.000,1.3,BARBACOAS,NARIÑO,BARBACOAS,PATÍA,1.67,-78.14,VELOCIDAD DEL VIENTO,m/s,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0051025080,0104,2025-11-25T23:00:00.000,18,ALTAQUER,NARIÑO,BARBACOAS,MIRA,1.248333333,-78.0925,DIRECCIÓN DEL VIENTO,GN,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0051025080,0068,2025-11-25T23:00:00.000,19.8,ALTAQUER,NARIÑO,BARBACOAS,MIRA,1.248333333,-78.0925,TEMPERATURA DEL AIRE A 2 m,°C,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0051025080,0027,2025-11-25T23:00:00.000,76,ALTAQUER,NARIÑO,BARBACOAS,MIRA,1.248333333,-78.0925,HUMEDAD DEL SUELO A 1 m Ó MAS,%,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052065020,0070,2025-11-25T23:00:00.000,26,BARBACOAS,NARIÑO,BARBACOAS,PATÍA,1.67,-78.14,TEMPERATURA MÍNIMA DEL AIRE A 2 m,°C,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0051025080,0103,2025-11-25T23:00:00.000,0.7,ALTAQUER,NARIÑO,BARBACOAS,MIRA,1.248333333,-78.0925,VELOCIDAD DEL VIENTO,m/s,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0051025080,0070,2025-11-25T23:00:00.000,19.8,ALTAQUER,NARIÑO,BARBACOAS,MIRA,1.248333333,-78.0925,TEMPERATURA MÍNIMA DEL AIRE A 2 m,°C,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052065020,0069,2025-11-25T23:00:00.000,27.5,BARBACOAS,NARIÑO,BARBACOAS,PATÍA,1.67,-78.14,TEMPERATURA DEL AIRE MÁXIMA A 2 m,°C,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052065020,0255,2025-11-25T23:00:00.000,998.2,BARBACOAS,NARIÑO,BARBACOAS,PATÍA,1.67,-78.14,PRESIÓN ATMOSFÉRICA,hPa,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0051025080,0255,2025-11-25T23:00:00.000,875.7,ALTAQUER,NARIÑO,BARBACOAS,MIRA,1.248333333,-78.0925,PRESIÓN ATMOSFÉRICA,hPa,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052065020,0240,2025-11-25T23:00:00.000,0,BARBACOAS,NARIÑO,BARBACOAS,PATÍA,1.67,-78.14,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0051025080,0069,2025-11-25T23:00:00.000,20,ALTAQUER,NARIÑO,BARBACOAS,MIRA,1.248333333,-78.0925,TEMPERATURA DEL AIRE MÁXIMA A 2 m,°C,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052065020,0104,2025-11-25T23:00:00.000,29.4,BARBACOAS,NARIÑO,BARBACOAS,PATÍA,1.67,-78.14,DIRECCIÓN DEL VIENTO,GN,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052065020,0068,2025-11-25T23:00:00.000,26,BARBACOAS,NARIÑO,BARBACOAS,PATÍA,1.67,-78.14,TEMPERATURA DEL AIRE A 2 m,°C,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052065020,0027,2025-11-25T23:00:00.000,91,BARBACOAS,NARIÑO,BARBACOAS,PATÍA,1.67,-78.14,HUMEDAD DEL SUELO A 1 m Ó MAS,%,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-26T01:40:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-26T00:10:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-26T00:20:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-26T01:50:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-26T02:00:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-26T00:30:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-26T07:10:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0231,2025-11-26T02:00:00.000,3.57,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,NIVEL MÁXIMO,mt,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-26T00:40:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-25T05:20:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-26T00:50:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0232,2025-11-26T02:00:00.000,3.5,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,NIVEL MÍNIMO,mt,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-26T01:00:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0232,2025-11-26T01:00:00.000,3.53,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,NIVEL MÍNIMO,mt,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0230,2025-11-26T01:00:00.000,3.53,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,NIVEL INSTANTANEO,mt,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0231,2025-11-26T01:00:00.000,3.6,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,NIVEL MÁXIMO,mt,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0230,2025-11-26T02:00:00.000,3.5,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,NIVEL INSTANTANEO,mt,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-26T07:20:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-26T01:10:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-26T01:20:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-26T07:30:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-26T01:30:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-26T02:10:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-26T02:20:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-26T02:30:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-26T07:40:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-26T02:40:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0231,2025-11-25T03:00:00.000,4.07,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,NIVEL MÁXIMO,mt,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-26T02:50:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-25T05:30:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0230,2025-11-25T03:00:00.000,4.04,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,NIVEL INSTANTANEO,mt,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0232,2025-11-25T03:00:00.000,4,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,NIVEL MÍNIMO,mt,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-25T03:00:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-25T03:10:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-26T07:50:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-25T03:20:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-25T03:30:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0230,2025-11-26T03:00:00.000,3.57,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,NIVEL INSTANTANEO,mt,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-25T03:40:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-26T08:00:00.000,0.1,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-25T03:50:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-26T03:00:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0230,2025-11-25T04:00:00.000,4.04,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,NIVEL INSTANTANEO,mt,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0232,2025-11-25T04:00:00.000,3.99,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,NIVEL MÍNIMO,mt,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0231,2025-11-26T03:00:00.000,3.58,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,NIVEL MÁXIMO,mt,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0232,2025-11-26T03:00:00.000,3.48,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,NIVEL MÍNIMO,mt,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0231,2025-11-25T04:00:00.000,4.07,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,NIVEL MÁXIMO,mt,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-25T04:00:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0232,2025-11-26T08:00:00.000,3.46,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,NIVEL MÍNIMO,mt,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0231,2025-11-26T08:00:00.000,3.56,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,NIVEL MÁXIMO,mt,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-25T04:10:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0230,2025-11-26T08:00:00.000,3.48,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,NIVEL INSTANTANEO,mt,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-25T04:20:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-25T05:40:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-26T03:10:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-25T04:30:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-25T04:40:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-25T04:50:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-26T03:20:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-25T05:00:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-26T08:10:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0230,2025-11-25T05:00:00.000,4.11,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,NIVEL INSTANTANEO,mt,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0231,2025-11-25T05:00:00.000,4.11,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,NIVEL MÁXIMO,mt,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0232,2025-11-25T05:00:00.000,4.01,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,NIVEL MÍNIMO,mt,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-25T05:10:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-25T05:50:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-26T03:30:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-26T08:20:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0230,2025-11-25T06:00:00.000,4.13,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,NIVEL INSTANTANEO,mt,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-25T06:00:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0231,2025-11-25T06:00:00.000,4.16,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,NIVEL MÁXIMO,mt,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0232,2025-11-25T06:00:00.000,4.07,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,NIVEL MÍNIMO,mt,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-25T06:10:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-25T06:20:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-26T03:40:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-26T13:30:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-25T06:30:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-25T06:40:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-25T06:50:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0230,2025-11-25T07:00:00.000,4.14,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,NIVEL INSTANTANEO,mt,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-25T07:00:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0232,2025-11-25T07:00:00.000,4.09,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,NIVEL MÍNIMO,mt,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0231,2025-11-25T07:00:00.000,4.17,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,NIVEL MÁXIMO,mt,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-26T13:40:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-25T07:10:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-25T07:20:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052077010,0240,2025-11-25T07:30:00.000,0,PUENTE PUSMEO,NARIÑO,CUMBITARA,PATÍA,1.624055556,-77.47891667,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
