codigoestacion,codigosensor,fechaobservacion,valorobservado,nombreestacion,departamento,municipio,zonahidrografica,latitud,longitud,descripcionsensor,unidadmedida,entidad
0052055230,0257,2025-11-25T13:08:00.000,0,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0258,2025-11-25T13:08:00.000,716.9,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - PRESIÓN ATMOSFÉRICA,hPA,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0103,2025-11-26T04:30:00.000,1.5,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,VELOCIDAD DEL VIENTO,m/s,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0111,2025-11-25T13:08:00.000,0.4,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - VELOCIDAD DEL VIENTO,m/s,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0071,2025-11-25T13:08:00.000,12.5,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - TEMPERATURA DEL AIRE A 2 m,°C,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0028,2025-11-25T13:08:00.000,80,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - HUMEDAD DEL AIRE A 2 m,%,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0257,2025-11-26T04:32:00.000,0,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0028,2025-11-25T13:10:00.000,79,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - HUMEDAD DEL AIRE A 2 m,%,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0111,2025-11-26T04:32:00.000,0.7,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - VELOCIDAD DEL VIENTO,m/s,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0111,2025-11-25T13:10:00.000,0,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - VELOCIDAD DEL VIENTO,m/s,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0258,2025-11-26T04:32:00.000,716.7,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - PRESIÓN ATMOSFÉRICA,hPA,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0104,2025-11-25T13:10:00.000,128.7,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,DIRECCIÓN DEL VIENTO,GN,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0071,2025-11-26T04:32:00.000,11.1,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - TEMPERATURA DEL AIRE A 2 m,°C,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0028,2025-11-26T04:32:00.000,89,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - HUMEDAD DEL AIRE A 2 m,%,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0111,2025-11-26T04:34:00.000,1,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - VELOCIDAD DEL VIENTO,m/s,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0071,2025-11-26T04:34:00.000,11.2,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - TEMPERATURA DEL AIRE A 2 m,°C,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0028,2025-11-26T04:34:00.000,88,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - HUMEDAD DEL AIRE A 2 m,%,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0069,2025-11-26T04:34:00.000,11.2,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,TEMPERATURA DEL AIRE MÁXIMA A 2 m,°C,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0258,2025-11-26T04:34:00.000,716.7,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - PRESIÓN ATMOSFÉRICA,hPA,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0257,2025-11-26T04:34:00.000,0,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0111,2025-11-26T04:36:00.000,1.4,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - VELOCIDAD DEL VIENTO,m/s,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0028,2025-11-26T04:36:00.000,89,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - HUMEDAD DEL AIRE A 2 m,%,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0071,2025-11-26T04:36:00.000,11.2,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - TEMPERATURA DEL AIRE A 2 m,°C,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0257,2025-11-25T13:10:00.000,0,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0258,2025-11-26T04:36:00.000,716.7,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - PRESIÓN ATMOSFÉRICA,hPA,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0257,2025-11-26T04:36:00.000,0,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0111,2025-11-26T04:38:00.000,1.1,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - VELOCIDAD DEL VIENTO,m/s,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0071,2025-11-26T04:38:00.000,11.1,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - TEMPERATURA DEL AIRE A 2 m,°C,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0257,2025-11-26T04:38:00.000,0,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0028,2025-11-26T04:38:00.000,89,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - HUMEDAD DEL AIRE A 2 m,%,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0240,2025-11-25T13:10:00.000,0,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0258,2025-11-26T04:38:00.000,716.8,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - PRESIÓN ATMOSFÉRICA,hPA,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0258,2025-11-25T13:10:00.000,716.9,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - PRESIÓN ATMOSFÉRICA,hPA,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0103,2025-11-25T13:10:00.000,0.3,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,VELOCIDAD DEL VIENTO,m/s,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0071,2025-11-25T13:10:00.000,12.6,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - TEMPERATURA DEL AIRE A 2 m,°C,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0103,2025-11-26T04:40:00.000,1.3,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,VELOCIDAD DEL VIENTO,m/s,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0257,2025-11-25T13:12:00.000,0,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0071,2025-11-25T13:12:00.000,12.7,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - TEMPERATURA DEL AIRE A 2 m,°C,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0111,2025-11-25T13:12:00.000,0.3,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - VELOCIDAD DEL VIENTO,m/s,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0028,2025-11-25T13:12:00.000,80,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - HUMEDAD DEL AIRE A 2 m,%,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0258,2025-11-25T13:12:00.000,716.9,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - PRESIÓN ATMOSFÉRICA,hPA,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0028,2025-11-26T15:00:00.000,82,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - HUMEDAD DEL AIRE A 2 m,%,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0258,2025-11-25T13:14:00.000,716.9,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - PRESIÓN ATMOSFÉRICA,hPA,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0111,2025-11-25T13:14:00.000,0.7,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - VELOCIDAD DEL VIENTO,m/s,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0028,2025-11-25T13:14:00.000,82,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - HUMEDAD DEL AIRE A 2 m,%,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0257,2025-11-25T13:14:00.000,0,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0071,2025-11-25T13:14:00.000,12.8,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - TEMPERATURA DEL AIRE A 2 m,°C,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0258,2025-11-25T13:16:00.000,716.9,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - PRESIÓN ATMOSFÉRICA,hPA,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0257,2025-11-25T13:16:00.000,0,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0071,2025-11-25T13:16:00.000,12.7,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - TEMPERATURA DEL AIRE A 2 m,°C,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0111,2025-11-25T13:16:00.000,1,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - VELOCIDAD DEL VIENTO,m/s,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0028,2025-11-25T13:16:00.000,83,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - HUMEDAD DEL AIRE A 2 m,%,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0258,2025-11-25T13:36:00.000,717,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - PRESIÓN ATMOSFÉRICA,hPA,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0028,2025-11-25T13:18:00.000,83,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - HUMEDAD DEL AIRE A 2 m,%,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0111,2025-11-25T13:18:00.000,0.8,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - VELOCIDAD DEL VIENTO,m/s,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0240,2025-11-26T04:40:00.000,0,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0111,2025-11-26T04:40:00.000,0.8,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - VELOCIDAD DEL VIENTO,m/s,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0028,2025-11-26T04:40:00.000,90,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - HUMEDAD DEL AIRE A 2 m,%,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0258,2025-11-26T04:40:00.000,716.8,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - PRESIÓN ATMOSFÉRICA,hPA,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0258,2025-11-25T13:18:00.000,717,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - PRESIÓN ATMOSFÉRICA,hPA,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0071,2025-11-26T04:40:00.000,11,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - TEMPERATURA DEL AIRE A 2 m,°C,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0104,2025-11-26T04:40:00.000,118.4,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,DIRECCIÓN DEL VIENTO,GN,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0071,2025-11-25T13:18:00.000,12.5,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - TEMPERATURA DEL AIRE A 2 m,°C,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0111,2025-11-25T13:20:00.000,0.9,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - VELOCIDAD DEL VIENTO,m/s,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0240,2025-11-25T13:20:00.000,0,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0257,2025-11-26T04:40:00.000,0,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0028,2025-11-25T13:20:00.000,84,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - HUMEDAD DEL AIRE A 2 m,%,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0258,2025-11-26T04:42:00.000,716.8,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - PRESIÓN ATMOSFÉRICA,hPA,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0028,2025-11-26T04:42:00.000,89,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - HUMEDAD DEL AIRE A 2 m,%,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0071,2025-11-26T04:42:00.000,10.9,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - TEMPERATURA DEL AIRE A 2 m,°C,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0257,2025-11-26T04:42:00.000,0,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0111,2025-11-26T04:42:00.000,1.2,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - VELOCIDAD DEL VIENTO,m/s,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0258,2025-11-26T04:44:00.000,716.8,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - PRESIÓN ATMOSFÉRICA,hPA,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0257,2025-11-26T04:44:00.000,0.042,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0028,2025-11-26T04:44:00.000,90,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - HUMEDAD DEL AIRE A 2 m,%,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0071,2025-11-25T13:20:00.000,12.5,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - TEMPERATURA DEL AIRE A 2 m,°C,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0071,2025-11-26T04:44:00.000,10.9,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - TEMPERATURA DEL AIRE A 2 m,°C,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0111,2025-11-26T04:44:00.000,2.4,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - VELOCIDAD DEL VIENTO,m/s,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0257,2025-11-25T13:20:00.000,0,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0111,2025-11-26T04:46:00.000,1.8,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - VELOCIDAD DEL VIENTO,m/s,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0071,2025-11-26T04:46:00.000,10.8,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - TEMPERATURA DEL AIRE A 2 m,°C,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0257,2025-11-26T04:46:00.000,0.094,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0258,2025-11-26T04:46:00.000,716.9,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - PRESIÓN ATMOSFÉRICA,hPA,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0028,2025-11-26T04:46:00.000,91,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - HUMEDAD DEL AIRE A 2 m,%,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0103,2025-11-25T13:20:00.000,0.9,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,VELOCIDAD DEL VIENTO,m/s,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0257,2025-11-26T04:48:00.000,0.06,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0104,2025-11-25T13:20:00.000,274.6,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,DIRECCIÓN DEL VIENTO,GN,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0258,2025-11-25T13:20:00.000,717,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - PRESIÓN ATMOSFÉRICA,hPA,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0028,2025-11-25T13:42:00.000,79,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - HUMEDAD DEL AIRE A 2 m,%,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0111,2025-11-25T13:22:00.000,1,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - VELOCIDAD DEL VIENTO,m/s,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0257,2025-11-25T13:22:00.000,0,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - PRECIPITACIÓN,mm,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0258,2025-11-25T13:22:00.000,717,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - PRESIÓN ATMOSFÉRICA,hPA,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0028,2025-11-25T13:22:00.000,83,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - HUMEDAD DEL AIRE A 2 m,%,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0071,2025-11-25T13:22:00.000,12.5,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - TEMPERATURA DEL AIRE A 2 m,°C,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0258,2025-11-26T04:48:00.000,716.9,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - PRESIÓN ATMOSFÉRICA,hPA,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
0052055230,0111,2025-11-26T04:48:00.000,1.6,AEROPUERTO SAN LUIS,NARIÑO,ALDANA,PATÍA,0.857083333,-77.67775,GPRS - VELOCIDAD DEL VIENTO,m/s,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
