municipio,vereda,coordenada_x,coordenada_y,latitud,longitud,altura,cuenca_hidrogr_fica,fen_meno_natural,n_mero_informe,fecha_reporte,enlace_a_reporte
Tangua,Tapialquer Alto,4510761,1673647,1.043168,-77.394808,2597,Río Guáitara,Movimiento en masa,73,2020-07-14T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/25.-C-073.-INFORME-TANGUA-14-07-2020.pdf', 'description': 'Informe'}"
Santacruz,Las Minas,4478965,1695960,1.244029,-77.680138,2740,Río Guáitara,"Reptación, agrietamiento",71,2020-06-06T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/24.-C-071.-INFORME-SANTACRUZ-2020.pdf', 'description': 'Informe'}"
Ricaurte,Chambú,4442673,1693283,1.219293,-78.005276,1147,Río Güiza,Deslizamiento,39,2020-05-13T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/1.-INFORME-RICAURTE-2020.pdf', 'description': 'Informe'}"
La Unión,Los Sauces,4543663,1737579,1.620719,-77.100735,1673,Río Mayo,Movimiento en masa,585,2019-12-19T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/9.-585.-SEGUIMIENTO-LA-UNION-17-DE-DICIEMBRE-2019.pdf', 'description': 'Informe'}"
La Unión,Los Sauces,4543539,1737922,1.623814,-77.101853,1621,Río Mayo,Movimiento en masa,585,2019-12-18T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/9.-585.-SEGUIMIENTO-LA-UNION-17-DE-DICIEMBRE-2019.pdf', 'description': 'Informe'}"
La Unión,Los Sauces,4543555,1737725,1.622036,-77.101706,1631,Río Mayo,Movimiento en masa,585,2019-12-17T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/9.-585.-SEGUIMIENTO-LA-UNION-17-DE-DICIEMBRE-2019.pdf', 'description': 'Informe'}"
El Tambo,Vereda San Pedro,4505061,1714422,1.411023,-77.446519,1707,Río Guáitara- Río Juanambú,Caída de roca,533,2019-11-22T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/DESLIZAMIENTO-EL-TAMBO-20-NOVIEMBRE-DE-2019.pdf', 'description': 'Informe'}"
La Florida,Casco urbano,4509801,1702023,1.299216,-77.403813,2188,Río Guáitara,Avenida torrencial,1417,2019-10-29T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/SEGUIMIENTO-LA-FORIDA-31-DE-OCTUBRE-DE-2019.pdf', 'description': 'Informe'}"
San Pedro de Cartago,La Estancia,4547665,1728444,1.538322,-77.064672,2307,Río Mayo,Movimiento en masa,1263,2019-09-30T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/3.-1263.-SEGUIMIENTO-SAN-PEDRO-DE-CARTAGO-30-SEPTIEMBRE-20191.pdf', 'description': 'Informe'}"
Guaitarilla,EL PARAMILLO,4499400,1686987,1.163388,-77.496834,2260,Río Guáitara,Movimiento en masa,398,2019-09-20T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/19.-398.-SOLICITUD-GUAITARILLA-18-SEPT-2019.pdf', 'description': 'Informe'}"
Pasto,Túnel Daza,4526044,1698305,1.265914,-77.258113,2757,Río Juanambú,Coluviones,450,2019-09-20T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/SOLICITUD-DAZA-23-OCT-2019.pdf', 'description': 'Informe'}"
El Tambo,Vereda la Sultana,4554043,1729795,1.550631,-77.007477,2800,Río Guáitara- Río Juanambú,Deslizamiento,1191,2019-09-16T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/SEGUIMIENTO-EL-TAMBO-16-SEPTIEMBRE-20191.pdf', 'description': 'Informe'}"
El Rosario,Río Grande,4517777,1744607,1.683659,-77.333054,552,Río Patía,Inundación,1166,2019-09-11T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/SEGUIMIENTO-EL-ROSARIO11-SEPTIEMBRE-DE-2019.pdf', 'description': 'Informe'}"
San Pedro de Cartago,Casco urbano,4541564,1729653,1.54913,-77.119422,2102,Río Mayo,Movimiento en masa,1133,2019-09-02T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/2.1133.-SEGUIMIENTO-SAN-PEDRO-DE-CARTAGO-2-SEPTIEMBRE-DE-2019.pdf', 'description': 'Informe'}"
La Cruz,Tajumbina,4561413,1731267,1.564045,-76.94138,2510,Río Mayo,"Avenida torrencial, movimiento en masa",357,2019-08-22T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/16.-357.-AVENIDA-TORRENCIAL-LA-CRUZ-22-AGOSTO-DE-2019.pdf', 'description': 'Informe'}"
Guaitarilla,El Paramillo,4499400,1686987,1.163388,-77.496834,2260,Río Guáitara,Movimiento en masa,398,2019-08-18T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/19.-398.-SOLICITUD-GUAITARILLA-18-SEPT-2019.pdf', 'description': 'Informe'}"
Consacá,Río Azufral,4504254,1691559,1.204714,-77.453389,1710,Río Guáitara,Deslizamiento,1030,2019-08-09T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/13.-1030.-SEGUIMIENTO-CONSACA-19-JUNIO-DE-2019.pdf', 'description': 'Informe'}"
Consacá,Río Azufral,4497684,1697027,1.253946,-77.512374,1234,Río Guáitara,Deslizamiento,1030,2019-08-09T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/13.-1030.-SEGUIMIENTO-CONSACA-19-JUNIO-DE-2019.pdf', 'description': 'Informe'}"
Funes,Chitarran,4502272,1660459,0.924066,-77.470748,2476,Río Guáitara,Movimiento en masa,506,2019-07-05T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/10.-506.-SEGUIMIENTO-PUERRES-7-DE-MAYO-DE-2019-1.pdf', 'description': 'Informe'}"
Puerres,San Mateo,4502241,1658712,0.908294,-77.471007,2654,Río Guáitara,Movimiento en masa,506,2019-07-05T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/10.-506.-SEGUIMIENTO-PUERRES-7-DE-MAYO-DE-2019-1.pdf', 'description': 'Informe'}"
San Bernardo,La Mina,4554043,1729795,1.550629,-77.007477,2800,Río Mayo,"Avenida torrencial, movimiento en masa",791,2019-06-19T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/12.-791.-SEGUIMIENTO-SAN-BERNARDO-JUNIO-DE-2019.pdf', 'description': 'Informe'}"
San Bernardo,La Mina,4553924,1729002,1.543467,-77.008532,2709,Río Mayo,"Avenida torrencial, movimiento en masa",791,2019-06-19T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/12.-791.-SEGUIMIENTO-SAN-BERNARDO-JUNIO-DE-2019.pdf', 'description': 'Informe'}"
San Bernardo,La Mina,4552151,1725551,1.51228,-77.02438,2557,Río Mayo,"Avenida torrencial, movimiento en masa",791,2019-06-19T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/12.-791.-SEGUIMIENTO-SAN-BERNARDO-JUNIO-DE-2019.pdf', 'description': 'Informe'}"
Funes,La Vega,4506870,1669915,1.009441,-77.429646,2038,Río Guáitara,Avenida torrencial,492,2019-06-11T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/11.-492.-AVENIDA-TORRENCIAL-FUNES-LA-VEGA-6-13NOVIEMBRE-DE-2019.pdf', 'description': 'Informe'}"
Funes,La Vega,4507112,1670111,1.011214,-77.427481,2086,Río Guáitara,Avenida torrencial,492,2019-06-11T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/11.-492.-AVENIDA-TORRENCIAL-FUNES-LA-VEGA-6-13NOVIEMBRE-DE-2019.pdf', 'description': 'Informe'}"
Funes,La Vega,4506523,1669709,1.007578,-77.432754,1944,Río Guáitara,Avenida torrencial,492,2019-06-11T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/11.-492.-AVENIDA-TORRENCIAL-FUNES-LA-VEGA-6-13NOVIEMBRE-DE-2019.pdf', 'description': 'Informe'}"
Chachagüí,Vereda Las Lomitas,4525048,1709905,1.370593,-77.267223,1982,Río Juanambú,Inestabilidad de talud,506,2019-05-21T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/SEGUIMIENTO-CHACHAGUI-15-MAYO-DE-2019.pdf', 'description': 'Informe'}"
La Unión,Las Palmas,4545038,1730340,1.555393,-77.088271,2564,Río Mayo,Movimiento en masa,495,2019-04-24T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/8.-495.-SEGUIMIENTO-LA-UNION-2-DE-ABRIL-2019.pdf', 'description': 'Informe'}"
La Unión,Las Palmas,4545159,1730696,1.558609,-77.087192,2563,Río Mayo,Movimiento en masa,495,2019-04-24T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/8.-495.-SEGUIMIENTO-LA-UNION-2-DE-ABRIL-2019.pdf', 'description': 'Informe'}"
La Unión,Las Palmas,4545079,1730838,1.55989,-77.087912,2548,Río Mayo,Movimiento en masa,495,2019-04-24T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/8.-495.-SEGUIMIENTO-LA-UNION-2-DE-ABRIL-2019.pdf', 'description': 'Informe'}"
La Unión,Las Palmas,4545202,1731006,1.561409,-77.086811,2554,Río Mayo,Movimiento en masa,495,2019-04-24T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/8.-495.-SEGUIMIENTO-LA-UNION-2-DE-ABRIL-2019.pdf', 'description': 'Informe'}"
La Unión,Las Palmas,4545383,1731385,1.564833,-77.085194,2478,Río Mayo,Avenida torrencial,495,2019-04-24T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/8.-495.-SEGUIMIENTO-LA-UNION-2-DE-ABRIL-2019.pdf', 'description': 'Informe'}"
La Unión,Las Palmas,4545402,1731557,1.566386,-77.085027,2430,Río Mayo,Movimiento en masa,495,2019-04-24T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/8.-495.-SEGUIMIENTO-LA-UNION-2-DE-ABRIL-2019.pdf', 'description': 'Informe'}"
La Unión,Las Palmas,4545652,1731129,1.562527,-77.082777,2506,Río Mayo,Movimiento en masa,495,2019-04-24T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/8.-495.-SEGUIMIENTO-LA-UNION-2-DE-ABRIL-2019.pdf', 'description': 'Informe'}"
La Unión,Las Palmas,4545655,1731129,1.562527,-77.08275,2505,Río Mayo,Movimiento en masa,495,2019-04-24T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/8.-495.-SEGUIMIENTO-LA-UNION-2-DE-ABRIL-2019.pdf', 'description': 'Informe'}"
La Unión,Las Palmas,4545221,1730967,1.561057,-77.08664,2488,Río Mayo,Movimiento en masa,495,2019-04-24T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/8.-495.-SEGUIMIENTO-LA-UNION-2-DE-ABRIL-2019.pdf', 'description': 'Informe'}"
Ancuya,Papayal,4496611,1697226,1.255726,-77.521988,1328,Río Guáitara,Deslizamiento,306,2019-03-29T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/7.-306.-SEGUIMIENTO-ANCUYA-29-DE-MARZO-2019.pdf', 'description': 'Informe'}"
Ancuya,Vía Ancuya- Guaitarilla,4493372,1692101,1.209437,-77.550948,2130,Río Guáitara,Deslizamiento,306,2019-03-29T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/7.-306.-SEGUIMIENTO-ANCUYA-29-DE-MARZO-2019.pdf', 'description': 'Informe'}"
Mallama,Chambú,4467979,1678511,1.086476,-77.778328,2215,Río Güiza,Movimiento en masa,187,2019-03-21T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/4.-187.-SEGUIMIENTO-MALLAMA-15-DE-MARZO-2019.pdf', 'description': 'Informe'}"
Mallama,El Guabo,4462858,1680486,1.104216,-77.824241,2054,Río Güiza,Movimiento en masa,187,2019-03-21T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/4.-187.-SEGUIMIENTO-MALLAMA-15-DE-MARZO-2019.pdf', 'description': 'Informe'}"
Mallama,Mallama,4446026,1690352,1.192917,-77.975189,1317,Río Güiza,Movimiento en masa,187,2019-03-21T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/4.-187.-SEGUIMIENTO-MALLAMA-15-DE-MARZO-2019.pdf', 'description': 'Informe'}"
Mallama,El Guabo,4463693,1680570,1.104977,-77.816758,2124,Río Güiza,Movimiento en masa,187,2019-03-21T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/4.-187.-SEGUIMIENTO-MALLAMA-15-DE-MARZO-2019.pdf', 'description': 'Informe'}"
Ricaurte,Alto Cartagena,4444761,1692978,1.216578,-77.986562,1317,Río Güiza,Deslizamiento,138,2019-03-21T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/SEGUIMIENTO-RICAURTE-15-DE-MARZO-2019.pdf', 'description': 'Informe'}"
San Pedro de Cartago,El Salado,4544885,1729596,1.548674,-77.089631,2678,Río Mayo,Movimiento en masa,34,2019-02-21T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/1.-034.-SEGUIMIENTO-SAN-PEDRO-DE-CARTAGO-21-02-2019.pdf', 'description': 'Informe'}"
San Pedro de Cartago,El Salado,4545189,1729812,1.550629,-77.086907,2735,Río Mayo,Movimiento en masa,34,2019-02-21T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/1.-034.-SEGUIMIENTO-SAN-PEDRO-DE-CARTAGO-21-02-2019.pdf', 'description': 'Informe'}"
San Pedro de Cartago,El Salado,4545299,1729918,1.551588,-77.085922,2782,Río Mayo,Movimiento en masa,34,2019-02-21T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/1.-034.-SEGUIMIENTO-SAN-PEDRO-DE-CARTAGO-21-02-2019.pdf', 'description': 'Informe'}"
San Pedro de Cartago,Chimayoy Alto,4545550,1727648,1.5311,-77.083632,2379,Río Mayo,Movimiento en masa,34,2019-02-21T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/1.-034.-SEGUIMIENTO-SAN-PEDRO-DE-CARTAGO-21-02-2019.pdf', 'description': 'Informe'}"
San Pedro de Cartago,Chimayoy Alto,4545609,1727635,1.530983,-77.083102,2377,Río Mayo,Movimiento en masa,34,2019-02-21T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/1.-034.-SEGUIMIENTO-SAN-PEDRO-DE-CARTAGO-21-02-2019.pdf', 'description': 'Informe'}"
San Pedro de Cartago,Chimayoy Alto,4545812,1727935,1.533695,-77.081286,2334,Río Mayo,Movimiento en masa,34,2019-02-21T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/1.-034.-SEGUIMIENTO-SAN-PEDRO-DE-CARTAGO-21-02-2019.pdf', 'description': 'Informe'}"
San Pedro de Cartago,Chimayoy Alto,4545958,1728024,1.534501,-77.079978,2323,Río Mayo,Movimiento en masa,34,2019-02-21T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/1.-034.-SEGUIMIENTO-SAN-PEDRO-DE-CARTAGO-21-02-2019.pdf', 'description': 'Informe'}"
San Pedro de Cartago,Chimayoy Alto,4545979,1728312,1.537101,-77.079795,2301,Río Mayo,Movimiento en masa,34,2019-02-21T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/1.-034.-SEGUIMIENTO-SAN-PEDRO-DE-CARTAGO-21-02-2019.pdf', 'description': 'Informe'}"
San Pedro de Cartago,Chimayoy Alto,4545961,1728505,1.538843,-77.079959,2284,Río Mayo,Avenida torrencial,34,2019-02-21T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/1.-034.-SEGUIMIENTO-SAN-PEDRO-DE-CARTAGO-21-02-2019.pdf', 'description': 'Informe'}"
San Pedro de Cartago,Yanangona La Estancia,4546943,1728665,1.540305,-77.071153,2294,Río Mayo,"Avenida torrencial. movimiento en masa",34,2019-02-21T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/1.-034.-SEGUIMIENTO-SAN-PEDRO-DE-CARTAGO-21-02-2019.pdf', 'description': 'Informe'}"
San Pedro de Cartago,La Estancia,4547643,1728459,1.538457,-77.06487,2295,Río Mayo,"Avenida torrencial, movimiento en masa",34,2019-02-21T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/1.-034.-SEGUIMIENTO-SAN-PEDRO-DE-CARTAGO-21-02-2019.pdf', 'description': 'Informe'}"
La Cruz,Tajumbina,4561413,1731267,1.564045,-76.94138,2510,Río Mayo,Avenida torrencial,1262,2019-02-10T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/17.-1262.-SEGUIMIENTO-LA-CRUZ-TAJUMBINA-30-SEPTIEMBRE-2019.pdf', 'description': 'Informe'}"
La Llanada,Vía La Llanada- Samaniego,4489484,1720936,1.469525,-77.586285,2237,Río Guáitara,Deslizamiento,2002,2018-12-11T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-LA-LLANADA-7-DICIEMBRE-DE-2018.pdf', 'description': 'Informe'}"
La Llanada,Vía La Llanada- Samaniego,4489851,1720111,1.462083,-77.582976,2226,Río Guáitara,Deslizamiento,2002,2018-12-11T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-LA-LLANADA-7-DICIEMBRE-DE-2018.pdf', 'description': 'Informe'}"
El Rosario,Río Grande,4517792,1744507,1.682757,-77.332918,561,Río Patía,Inundación,1757,2018-11-13T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-EL-ROSARIO-31-OCTUBRE-2018.pdf', 'description': 'Informe'}"
El Peñol,Pandango,4508243,1718463,1.447547,-77.418058,1888,Río Juanambú,Deslizamiento,1775,2018-11-02T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-EL-PENOL-2-NOVIEMBRE-2018.pdf', 'description': 'Informe'}"
El Peñol,Pandango,4505108,1721602,1.475817,-77.446223,1472,Río Juanambú,Deslizamiento,1775,2018-11-02T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-EL-PENOL-2-NOVIEMBRE-2018.pdf', 'description': 'Informe'}"
Leiva,Las Cañadas,4513585,1766481,1.880973,-77.371115,1388,Río Patía,Deslizamiento,1758,2018-10-31T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-1758-LEIVA-31-OCT-2018.pdf', 'description': 'Informe'}"
Colón,Génova,4552480,1739203,1.635542,-77.021665,2119,Río Mayo,Deslizamiento rotacional,1553,2018-10-18T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-COLON-18-SEPTIEMBRE-2018.pdf', 'description': 'Informe'}"
Colón,Génova,4552500,1738744,1.631398,-77.021477,2214,Río Mayo,Deslizamiento rotacional,1553,2018-10-18T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-COLON-18-SEPTIEMBRE-2018.pdf', 'description': 'Informe'}"
Colón,El Rincón,4552266,1737929,1.624035,-77.023562,2309,Río Mayo,"Deslizamiento, caída de roca",1553,2018-10-18T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-COLON-18-SEPTIEMBRE-2018.pdf', 'description': 'Informe'}"
Colón,El Rincón,4552644,1737375,1.61904,-77.020161,2399,Río Mayo,Deslizamiento rotacional,1553,2018-10-18T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-COLON-18-SEPTIEMBRE-2018.pdf', 'description': 'Informe'}"
La Unión,Casco urbano,4540472,1736304,1.609151,-77.129336,1696,Río Mayo,Deslizamiento,1078,2018-08-08T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-LA-UNION-19-JULIO-2018.pdf', 'description': 'Informe'}"
La Unión,Casco urbano,4540472,1734596,1.593733,-77.129305,1822,Río Mayo,Deslizamiento,1078,2018-08-08T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-LA-UNION-19-JULIO-2018.pdf', 'description': 'Informe'}"
La Unión,La Fragua,4541563,1735197,1.599178,-77.11953,1557,Río Mayo,Deslizamiento,1078,2018-08-08T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-LA-UNION-19-JULIO-2018.pdf', 'description': 'Informe'}"
San Lorenzo,La Yunga,4524356,1722350,1.482909,-77.273637,1065,Río Juanambú,Deslizamiento,1051,2018-07-14T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-SAN-LORENZO-25-JUNIO-2018.pdf', 'description': 'Informe'}"
San Lorenzo,El Cofre,4530909,1727240,1.527161,-77.214951,2310,Río Juanambú,Deslizamiento,1051,2018-07-13T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-SAN-LORENZO-25-JUNIO-2018.pdf', 'description': 'Informe'}"
San Lorenzo,El Cofre,4531390,1725845,1.514578,-77.210613,2170,Río Juanambú,Deslizamiento,1051,2018-07-12T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-SAN-LORENZO-25-JUNIO-2018.pdf', 'description': 'Informe'}"
San Lorenzo,San Gerardo,4526675,1730118,1.553061,-77.252977,1969,Río Juanambú,Deslizamiento,1051,2018-07-11T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-SAN-LORENZO-25-JUNIO-2018.pdf', 'description': 'Informe'}"
La Cruz,La Cabaña,4555928,1732135,1.571788,-76.990606,2582,Río Mayo,Deslizamiento,1057,2018-06-21T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-LA-CRUZ-21-JUNIO-2018.pdf', 'description': 'Informe'}"
La Cruz,La Cabaña,4554958,1732256,1.572864,-76.999311,2577,Río Mayo,Deslizamiento,1057,2018-06-21T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-LA-CRUZ-21-JUNIO-2018.pdf', 'description': 'Informe'}"
La Cruz,La Cabaña,4555456,1732733,1.577179,-76.994851,2578,Río Mayo,Deslizamiento,1057,2018-06-21T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-LA-CRUZ-21-JUNIO-2018.pdf', 'description': 'Informe'}"
La Cruz,La Cabaña,4555186,1732326,1.5735,-76.997266,2572,Río Mayo,Deslizamiento,1057,2018-06-21T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-LA-CRUZ-21-JUNIO-2018.pdf', 'description': 'Informe'}"
La Cruz,San Gerardo,4561491,1738150,1.626195,-76.940798,2307,Río Mayo,Deslizamiento,1057,2018-06-21T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-LA-CRUZ-21-JUNIO-2018.pdf', 'description': 'Informe'}"
La Cruz,Moncayo,4564078,1734054,1.589256,-76.917515,2433,Río Mayo,Deslizamiento,1057,2018-06-21T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-LA-CRUZ-21-JUNIO-2018.pdf', 'description': 'Informe'}"
Pasto,Briceño Alto,4519891,1696316,1.247868,-77.313263,2585,Río Juanambú,Caída de roca,339,2018-06-20T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/Informe-Tecnico-Briceno-Alto-2018.pdf', 'description': 'Informe'}"
San José de Alban,EL cebadero,4544106,1718862,1.451758,-77.096441,1594,Río Juanambú,Deslizamiento,828,2018-06-18T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/07/CONTROL-Y-MONITOREO-ALBAN-1-JUNIO-2018.pdf', 'description': 'Informe'}"
San José de Alban,Barrio Fatima,4546121,1722615,1.485672,-77.078425,1765,Río Juanambú,Deslizamiento,828,2018-06-18T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/07/CONTROL-Y-MONITOREO-ALBAN-1-JUNIO-2018.pdf', 'description': 'Informe'}"
San José de Alban,Campo bello,4547450,1723021,1.489362,-77.066509,1832,Río Juanambú,Deslizamiento,828,2018-06-18T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/07/CONTROL-Y-MONITOREO-ALBAN-1-JUNIO-2018.pdf', 'description': 'Informe'}"
San José de Alban,Barrio Los Robles,4545936,1721065,1.471672,-77.08006,1989,Río Juanambú,Deslizamiento,828,2018-06-18T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/07/CONTROL-Y-MONITOREO-ALBAN-1-JUNIO-2018.pdf', 'description': 'Informe'}"
San Bernardo,Casco urbano,4553884,1729430,1.547331,-77.008898,2833,Río Juanambú,Deslizamiento,812,2018-06-13T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-EL-PAILON-1-JUNIO-2018.pdf', 'description': 'Informe'}"
San Bernardo,Casco urbano,4551208,1725575,1.512481,-77.03284,2256,Río Juanambú,Deslizamiento,732,2018-05-28T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-Q.-EL-ROLLO-17-MAYO-2018.pdf', 'description': 'Informe'}"
Belén,Casco urbano,4553226,1734983,1.597455,-77.014897,2466,Río Mayo,Deslizamiento,651,2018-05-11T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-BELEN-3-DE-MAYO-2018.pdf', 'description': 'Informe'}"
Belén,Casco urbano,4553166,1734991,1.597526,-77.015435,2473,Río Mayo,Hundimiento de terreno y grietas,651,2018-05-11T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-BELEN-3-DE-MAYO-2018.pdf', 'description': 'Informe'}"
