municipio,vereda,coordenada_x,coordenada_y,latitud,longitud,altura,cuenca_hidrogr_fica,fen_meno_natural,n_mero_informe,fecha_reporte,enlace_a_reporte,tipo_fenomeno_normalizado,categoria_fenomeno,altura_msnm,coordenadas_validas,fecha_reporte_dt,año,mes,dia,dias_desde_evento,url_reporte,tiene_reporte,nivel_riesgo,id_fenomeno
COLÓN,Génova,4552500,1738744,1.631398,-77.021477,2214,Río Mayo,Deslizamiento rotacional,1553,2018-10-18T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-COLON-18-SEPTIEMBRE-2018.pdf', 'description': 'Informe'}",DESLIZAMIENTO ROTACIONAL,DESLIZAMIENTO,2214,True,2018-10-18,2018,10,18,2596,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-COLON-18-SEPTIEMBRE-2018.pdf', 'description': 'Informe'}",True,ALTO,292
COLÓN,El Rincón,4552266,1737929,1.624035,-77.023562,2309,Río Mayo,"Deslizamiento, caída de roca",1553,2018-10-18T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-COLON-18-SEPTIEMBRE-2018.pdf', 'description': 'Informe'}","DESLIZAMIENTO, CAÍDA DE ROCA",DESLIZAMIENTO,2309,True,2018-10-18,2018,10,18,2596,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-COLON-18-SEPTIEMBRE-2018.pdf', 'description': 'Informe'}",True,ALTO,293
COLÓN,El Rincón,4552644,1737375,1.61904,-77.020161,2399,Río Mayo,Deslizamiento rotacional,1553,2018-10-18T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-COLON-18-SEPTIEMBRE-2018.pdf', 'description': 'Informe'}",DESLIZAMIENTO ROTACIONAL,DESLIZAMIENTO,2399,True,2018-10-18,2018,10,18,2596,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-COLON-18-SEPTIEMBRE-2018.pdf', 'description': 'Informe'}",True,ALTO,294
LA UNIÓN,Casco urbano,4540472,1736304,1.609151,-77.129336,1696,Río Mayo,Deslizamiento,1078,2018-08-08T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-LA-UNION-19-JULIO-2018.pdf', 'description': 'Informe'}",DESLIZAMIENTO,DESLIZAMIENTO,1696,True,2018-08-08,2018,8,8,2667,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-LA-UNION-19-JULIO-2018.pdf', 'description': 'Informe'}",True,ALTO,295
LA UNIÓN,Casco urbano,4540472,1734596,1.593733,-77.129305,1822,Río Mayo,Deslizamiento,1078,2018-08-08T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-LA-UNION-19-JULIO-2018.pdf', 'description': 'Informe'}",DESLIZAMIENTO,DESLIZAMIENTO,1822,True,2018-08-08,2018,8,8,2667,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-LA-UNION-19-JULIO-2018.pdf', 'description': 'Informe'}",True,ALTO,296
LA UNIÓN,La Fragua,4541563,1735197,1.599178,-77.11953,1557,Río Mayo,Deslizamiento,1078,2018-08-08T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-LA-UNION-19-JULIO-2018.pdf', 'description': 'Informe'}",DESLIZAMIENTO,DESLIZAMIENTO,1557,True,2018-08-08,2018,8,8,2667,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-LA-UNION-19-JULIO-2018.pdf', 'description': 'Informe'}",True,ALTO,297
SAN LORENZO,La Yunga,4524356,1722350,1.482909,-77.273637,1065,Río Juanambú,Deslizamiento,1051,2018-07-14T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-SAN-LORENZO-25-JUNIO-2018.pdf', 'description': 'Informe'}",DESLIZAMIENTO,DESLIZAMIENTO,1065,True,2018-07-14,2018,7,14,2692,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-SAN-LORENZO-25-JUNIO-2018.pdf', 'description': 'Informe'}",True,ALTO,298
SAN LORENZO,El Cofre,4530909,1727240,1.527161,-77.214951,2310,Río Juanambú,Deslizamiento,1051,2018-07-13T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-SAN-LORENZO-25-JUNIO-2018.pdf', 'description': 'Informe'}",DESLIZAMIENTO,DESLIZAMIENTO,2310,True,2018-07-13,2018,7,13,2693,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-SAN-LORENZO-25-JUNIO-2018.pdf', 'description': 'Informe'}",True,ALTO,299
SAN LORENZO,El Cofre,4531390,1725845,1.514578,-77.210613,2170,Río Juanambú,Deslizamiento,1051,2018-07-12T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-SAN-LORENZO-25-JUNIO-2018.pdf', 'description': 'Informe'}",DESLIZAMIENTO,DESLIZAMIENTO,2170,True,2018-07-12,2018,7,12,2694,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-SAN-LORENZO-25-JUNIO-2018.pdf', 'description': 'Informe'}",True,ALTO,300
SAN LORENZO,San Gerardo,4526675,1730118,1.553061,-77.252977,1969,Río Juanambú,Deslizamiento,1051,2018-07-11T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-SAN-LORENZO-25-JUNIO-2018.pdf', 'description': 'Informe'}",DESLIZAMIENTO,DESLIZAMIENTO,1969,True,2018-07-11,2018,7,11,2695,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-SAN-LORENZO-25-JUNIO-2018.pdf', 'description': 'Informe'}",True,ALTO,301
LA CRUZ,La Cabaña,4555928,1732135,1.571788,-76.990606,2582,Río Mayo,Deslizamiento,1057,2018-06-21T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-LA-CRUZ-21-JUNIO-2018.pdf', 'description': 'Informe'}",DESLIZAMIENTO,DESLIZAMIENTO,2582,True,2018-06-21,2018,6,21,2715,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-LA-CRUZ-21-JUNIO-2018.pdf', 'description': 'Informe'}",True,ALTO,302
LA CRUZ,La Cabaña,4554958,1732256,1.572864,-76.999311,2577,Río Mayo,Deslizamiento,1057,2018-06-21T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-LA-CRUZ-21-JUNIO-2018.pdf', 'description': 'Informe'}",DESLIZAMIENTO,DESLIZAMIENTO,2577,True,2018-06-21,2018,6,21,2715,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-LA-CRUZ-21-JUNIO-2018.pdf', 'description': 'Informe'}",True,ALTO,303
LA CRUZ,La Cabaña,4555456,1732733,1.577179,-76.994851,2578,Río Mayo,Deslizamiento,1057,2018-06-21T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-LA-CRUZ-21-JUNIO-2018.pdf', 'description': 'Informe'}",DESLIZAMIENTO,DESLIZAMIENTO,2578,True,2018-06-21,2018,6,21,2715,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-LA-CRUZ-21-JUNIO-2018.pdf', 'description': 'Informe'}",True,ALTO,304
LA CRUZ,La Cabaña,4555186,1732326,1.5735,-76.997266,2572,Río Mayo,Deslizamiento,1057,2018-06-21T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-LA-CRUZ-21-JUNIO-2018.pdf', 'description': 'Informe'}",DESLIZAMIENTO,DESLIZAMIENTO,2572,True,2018-06-21,2018,6,21,2715,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-LA-CRUZ-21-JUNIO-2018.pdf', 'description': 'Informe'}",True,ALTO,305
LA CRUZ,San Gerardo,4561491,1738150,1.626195,-76.940798,2307,Río Mayo,Deslizamiento,1057,2018-06-21T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-LA-CRUZ-21-JUNIO-2018.pdf', 'description': 'Informe'}",DESLIZAMIENTO,DESLIZAMIENTO,2307,True,2018-06-21,2018,6,21,2715,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-LA-CRUZ-21-JUNIO-2018.pdf', 'description': 'Informe'}",True,ALTO,306
LA CRUZ,Moncayo,4564078,1734054,1.589256,-76.917515,2433,Río Mayo,Deslizamiento,1057,2018-06-21T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-LA-CRUZ-21-JUNIO-2018.pdf', 'description': 'Informe'}",DESLIZAMIENTO,DESLIZAMIENTO,2433,True,2018-06-21,2018,6,21,2715,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-LA-CRUZ-21-JUNIO-2018.pdf', 'description': 'Informe'}",True,ALTO,307
PASTO,Briceño Alto,4519891,1696316,1.247868,-77.313263,2585,Río Juanambú,Caída de roca,339,2018-06-20T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/Informe-Tecnico-Briceno-Alto-2018.pdf', 'description': 'Informe'}",CAÍDA DE ROCA,OTRO,2585,True,2018-06-20,2018,6,20,2716,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/Informe-Tecnico-Briceno-Alto-2018.pdf', 'description': 'Informe'}",True,BAJO,308
SAN JOSÉ DE ALBAN,EL cebadero,4544106,1718862,1.451758,-77.096441,1594,Río Juanambú,Deslizamiento,828,2018-06-18T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/07/CONTROL-Y-MONITOREO-ALBAN-1-JUNIO-2018.pdf', 'description': 'Informe'}",DESLIZAMIENTO,DESLIZAMIENTO,1594,True,2018-06-18,2018,6,18,2718,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/07/CONTROL-Y-MONITOREO-ALBAN-1-JUNIO-2018.pdf', 'description': 'Informe'}",True,ALTO,309
SAN JOSÉ DE ALBAN,Barrio Fatima,4546121,1722615,1.485672,-77.078425,1765,Río Juanambú,Deslizamiento,828,2018-06-18T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/07/CONTROL-Y-MONITOREO-ALBAN-1-JUNIO-2018.pdf', 'description': 'Informe'}",DESLIZAMIENTO,DESLIZAMIENTO,1765,True,2018-06-18,2018,6,18,2718,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/07/CONTROL-Y-MONITOREO-ALBAN-1-JUNIO-2018.pdf', 'description': 'Informe'}",True,ALTO,310
SAN JOSÉ DE ALBAN,Campo bello,4547450,1723021,1.489362,-77.066509,1832,Río Juanambú,Deslizamiento,828,2018-06-18T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/07/CONTROL-Y-MONITOREO-ALBAN-1-JUNIO-2018.pdf', 'description': 'Informe'}",DESLIZAMIENTO,DESLIZAMIENTO,1832,True,2018-06-18,2018,6,18,2718,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/07/CONTROL-Y-MONITOREO-ALBAN-1-JUNIO-2018.pdf', 'description': 'Informe'}",True,ALTO,311
SAN JOSÉ DE ALBAN,Barrio Los Robles,4545936,1721065,1.471672,-77.08006,1989,Río Juanambú,Deslizamiento,828,2018-06-18T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/07/CONTROL-Y-MONITOREO-ALBAN-1-JUNIO-2018.pdf', 'description': 'Informe'}",DESLIZAMIENTO,DESLIZAMIENTO,1989,True,2018-06-18,2018,6,18,2718,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/07/CONTROL-Y-MONITOREO-ALBAN-1-JUNIO-2018.pdf', 'description': 'Informe'}",True,ALTO,312
SAN BERNARDO,Casco urbano,4553884,1729430,1.547331,-77.008898,2833,Río Juanambú,Deslizamiento,812,2018-06-13T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-EL-PAILON-1-JUNIO-2018.pdf', 'description': 'Informe'}",DESLIZAMIENTO,DESLIZAMIENTO,2833,True,2018-06-13,2018,6,13,2723,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-EL-PAILON-1-JUNIO-2018.pdf', 'description': 'Informe'}",True,ALTO,313
SAN BERNARDO,Casco urbano,4551208,1725575,1.512481,-77.03284,2256,Río Juanambú,Deslizamiento,732,2018-05-28T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-Q.-EL-ROLLO-17-MAYO-2018.pdf', 'description': 'Informe'}",DESLIZAMIENTO,DESLIZAMIENTO,2256,True,2018-05-28,2018,5,28,2739,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-Q.-EL-ROLLO-17-MAYO-2018.pdf', 'description': 'Informe'}",True,ALTO,314
BELÉN,Casco urbano,4553226,1734983,1.597455,-77.014897,2466,Río Mayo,Deslizamiento,651,2018-05-11T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-BELEN-3-DE-MAYO-2018.pdf', 'description': 'Informe'}",DESLIZAMIENTO,DESLIZAMIENTO,2466,True,2018-05-11,2018,5,11,2756,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-BELEN-3-DE-MAYO-2018.pdf', 'description': 'Informe'}",True,ALTO,315
BELÉN,Casco urbano,4553166,1734991,1.597526,-77.015435,2473,Río Mayo,Hundimiento de terreno y grietas,651,2018-05-11T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-BELEN-3-DE-MAYO-2018.pdf', 'description': 'Informe'}",HUNDIMIENTO DE TERRENO Y GRIETAS,OTRO,2473,True,2018-05-11,2018,5,11,2756,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-BELEN-3-DE-MAYO-2018.pdf', 'description': 'Informe'}",True,BAJO,316
BELÉN,Casco urbano,4552143,1734931,1.596966,-77.024612,2580,Río Mayo,Deslizamiento,651,2018-05-11T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-BELEN-3-DE-MAYO-2018.pdf', 'description': 'Informe'}",DESLIZAMIENTO,DESLIZAMIENTO,2580,True,2018-05-11,2018,5,11,2756,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-BELEN-3-DE-MAYO-2018.pdf', 'description': 'Informe'}",True,ALTO,317
EL ROSARIO,Río Grande,4517792,1744507,1.682757,-77.332918,561,Río Patía,Inundación,759,2017-09-28T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/Informe-Tecnico-El-Rosario-14-de-sep-2017.pdf', 'description': 'Informe'}",INUNDACIÓN,INUNDACION,561,True,2017-09-28,2017,9,28,2981,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/Informe-Tecnico-El-Rosario-14-de-sep-2017.pdf', 'description': 'Informe'}",True,ALTO,318
SAN PEDRO DE CARTAGO,Casco urbano,4541693,1729953,1.551841,-77.11827,2074,Río Juanambú,Deslizamiento,1637,2017-08-17T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-CARTAGO-17-DE-AGOSTO-DEL-2017.pdf', 'description': 'Informe'}",DESLIZAMIENTO,DESLIZAMIENTO,2074,True,2017-08-17,2017,8,17,3023,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-CARTAGO-17-DE-AGOSTO-DEL-2017.pdf', 'description': 'Informe'}",True,ALTO,319
SAN PEDRO DE CARTAGO,Casco urbano,4541797,1730007,1.55233,-77.117338,2065,Río Juanambú,Deslizamiento,1637,2017-08-17T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-CARTAGO-17-DE-AGOSTO-DEL-2017.pdf', 'description': 'Informe'}",DESLIZAMIENTO,DESLIZAMIENTO,2065,True,2017-08-17,2017,8,17,3023,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/CONTROL-Y-MONITOREO-CARTAGO-17-DE-AGOSTO-DEL-2017.pdf', 'description': 'Informe'}",True,ALTO,320
BELÉN,Casco urbano,4553166,1734991,1.597526,-77.015435,2473,Río Mayo,"Procesos erosivos, grietas",475,2017-07-11T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/Informe-Tecnico-Belen-2017.pdf', 'description': 'Informe'}","PROCESOS EROSIVOS, GRIETAS",OTRO,2473,True,2017-07-11,2017,7,11,3060,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/Informe-Tecnico-Belen-2017.pdf', 'description': 'Informe'}",True,BAJO,321
BELÉN,Casco urbano,4553226,1734983,1.597455,-77.014897,2466,Río Mayo,Deslizamiento,475,2017-07-11T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/Informe-Tecnico-Belen-2017.pdf', 'description': 'Informe'}",DESLIZAMIENTO,DESLIZAMIENTO,2466,True,2017-07-11,2017,7,11,3060,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/Informe-Tecnico-Belen-2017.pdf', 'description': 'Informe'}",True,ALTO,322
BELÉN,Casco urbano,4552143,1734931,1.596966,-77.024612,2580,Río Mayo,Deslizamiento,475,2017-07-11T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/Informe-Tecnico-Belen-2017.pdf', 'description': 'Informe'}",DESLIZAMIENTO,DESLIZAMIENTO,2580,True,2017-07-11,2017,7,11,3060,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/Informe-Tecnico-Belen-2017.pdf', 'description': 'Informe'}",True,ALTO,323
LA UNIÓN,Casco urbano,4540273,1734544,1.59326,-77.13109,1830,Río Mayo,Deslizamiento,474,2017-07-11T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/Informe-Tecnico-La-Union-29-de-Julio-2017.pdf', 'description': 'Informe'}",DESLIZAMIENTO,DESLIZAMIENTO,1830,True,2017-07-11,2017,7,11,3060,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/Informe-Tecnico-La-Union-29-de-Julio-2017.pdf', 'description': 'Informe'}",True,ALTO,324
SAN BERNARDO,Sabanetas,4551790,1725686,1.513493,-77.027621,2246,Río Juanambú,Deslizamiento,653,2017-04-17T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/ConceptoTecnico-San-Bernardo-11-abril-2017.pdf', 'description': 'Informe'}",DESLIZAMIENTO,DESLIZAMIENTO,2246,True,2017-04-17,2017,4,17,3145,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/ConceptoTecnico-San-Bernardo-11-abril-2017.pdf', 'description': 'Informe'}",True,ALTO,325
LA CRUZ,Tajumbina,4560253,1732320,1.573533,-76.951805,2605,Río Mayo,Deslizamiento,570,2016-11-09T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/Informe-Tecnico-La-Cruz-Tajumbina-9-de-Noviembre-2016.pdf', 'description': 'Informe'}",DESLIZAMIENTO,DESLIZAMIENTO,2605,True,2016-11-09,2016,11,9,3304,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/Informe-Tecnico-La-Cruz-Tajumbina-9-de-Noviembre-2016.pdf', 'description': 'Informe'}",True,ALTO,326
SAN BERNARDO,Los Alpes,4549986,1725852,1.514961,-77.043807,2041,Río Juanambú,Deslizamiento,1461,2016-10-25T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/Concepto-Tecnico-1461-San-Bernardo-2016.pdf', 'description': 'Informe'}",DESLIZAMIENTO,DESLIZAMIENTO,2041,True,2016-10-25,2016,10,25,3319,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/Concepto-Tecnico-1461-San-Bernardo-2016.pdf', 'description': 'Informe'}",True,ALTO,327
SAN BERNARDO,Los Alpes,4549986,1725852,1.514961,-77.043807,2041,Río Juanambú,Deslizamiento,516,2016-10-19T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/Informe-Tecnico-516-San-Bernardo-2016.pdf', 'description': 'Informe'}",DESLIZAMIENTO,DESLIZAMIENTO,2041,True,2016-10-19,2016,10,19,3325,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/Informe-Tecnico-516-San-Bernardo-2016.pdf', 'description': 'Informe'}",True,ALTO,328
SAN PABLO,La Chorrera,4550770,1744759,1.685671,-77.037108,1839,Río Mayo,Deslizamiento,184,2014-05-19T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/INFORME-184-VISITA-TECNICA-A-MPIO-DE-SAN-PABLO-Vereda-la-Chorrera-2014.pdf', 'description': 'Informe'}",DESLIZAMIENTO,DESLIZAMIENTO,1839,True,2014-05-19,2014,5,19,4209,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/INFORME-184-VISITA-TECNICA-A-MPIO-DE-SAN-PABLO-Vereda-la-Chorrera-2014.pdf', 'description': 'Informe'}",True,ALTO,329
SAN PABLO,La Chorrera,4550795,1744881,1.686773,-77.036886,1839,Río Mayo,Deslizamiento rotacional,184,2014-05-19T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/INFORME-184-VISITA-TECNICA-A-MPIO-DE-SAN-PABLO-Vereda-la-Chorrera-2014.pdf', 'description': 'Informe'}",DESLIZAMIENTO ROTACIONAL,DESLIZAMIENTO,1839,True,2014-05-19,2014,5,19,4209,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/INFORME-184-VISITA-TECNICA-A-MPIO-DE-SAN-PABLO-Vereda-la-Chorrera-2014.pdf', 'description': 'Informe'}",True,ALTO,330
SAN PABLO,La Chorrera,4550411,1745043,1.688229,-77.040334,2112,Río Mayo,Deslizamiento traslacional,184,2014-05-19T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/INFORME-184-VISITA-TECNICA-A-MPIO-DE-SAN-PABLO-Vereda-la-Chorrera-2014.pdf', 'description': 'Informe'}",DESLIZAMIENTO TRASLACIONAL,DESLIZAMIENTO,2112,True,2014-05-19,2014,5,19,4209,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/INFORME-184-VISITA-TECNICA-A-MPIO-DE-SAN-PABLO-Vereda-la-Chorrera-2014.pdf', 'description': 'Informe'}",True,ALTO,331
SAN PABLO,La Chorrera,4550541,1744783,1.685884,-77.039163,1930,Río Mayo,Caída de piedra,184,2014-05-19T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/INFORME-184-VISITA-TECNICA-A-MPIO-DE-SAN-PABLO-Vereda-la-Chorrera-2014.pdf', 'description': 'Informe'}",CAÍDA DE PIEDRA,OTRO,1930,True,2014-05-19,2014,5,19,4209,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/INFORME-184-VISITA-TECNICA-A-MPIO-DE-SAN-PABLO-Vereda-la-Chorrera-2014.pdf', 'description': 'Informe'}",True,BAJO,332
SAN PABLO,La Chorrera,4550649,1744610,1.684324,-77.038191,1875,Río Mayo,Deslizamiento rotacional,184,2014-05-19T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/INFORME-184-VISITA-TECNICA-A-MPIO-DE-SAN-PABLO-Vereda-la-Chorrera-2014.pdf', 'description': 'Informe'}",DESLIZAMIENTO ROTACIONAL,DESLIZAMIENTO,1875,True,2014-05-19,2014,5,19,4209,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/INFORME-184-VISITA-TECNICA-A-MPIO-DE-SAN-PABLO-Vereda-la-Chorrera-2014.pdf', 'description': 'Informe'}",True,ALTO,333
SAN LORENZO,Casco urbano,4531064,1724763,1.504805,-77.213518,2070,Río Juanambú,Caída de banca,449,2013-10-17T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/INFORME-449-VISITA-MUNICIPIO-DE-SAN-LORENZO-2013.pdf', 'description': 'Informe'}",CAÍDA DE BANCA,OTRO,2070,True,2013-10-17,2013,10,17,4423,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/INFORME-449-VISITA-MUNICIPIO-DE-SAN-LORENZO-2013.pdf', 'description': 'Informe'}",True,BAJO,334
SAN LORENZO,El Cofre,4531383,1726271,1.518423,-77.210683,2221,Río Juanambú,Deslizamiento,449,2013-10-17T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/INFORME-449-VISITA-MUNICIPIO-DE-SAN-LORENZO-2013.pdf', 'description': 'Informe'}",DESLIZAMIENTO,DESLIZAMIENTO,2221,True,2013-10-17,2013,10,17,4423,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/INFORME-449-VISITA-MUNICIPIO-DE-SAN-LORENZO-2013.pdf', 'description': 'Informe'}",True,ALTO,335
SAN LORENZO,El Guabo,4526624,1731615,1.566572,-77.253461,1842,Río Juanambú,Deslizamiento,449,2013-10-17T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/INFORME-449-VISITA-MUNICIPIO-DE-SAN-LORENZO-2013.pdf', 'description': 'Informe'}",DESLIZAMIENTO,DESLIZAMIENTO,1842,True,2013-10-17,2013,10,17,4423,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/INFORME-449-VISITA-MUNICIPIO-DE-SAN-LORENZO-2013.pdf', 'description': 'Informe'}",True,ALTO,336
BELÉN,Casco urbano,4553301,1734929,1.596969,-77.014223,2482,Río Mayo,Deslizamiento,387,2013-09-24T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/INFORME-387-VISITA-TECNICA-MUNICIPIO-DE-BELEN-ACOMPANAMIENTO-DAGRD-2013.pdf', 'description': 'Informe'}",DESLIZAMIENTO,DESLIZAMIENTO,2482,True,2013-09-24,2013,9,24,4446,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/INFORME-387-VISITA-TECNICA-MUNICIPIO-DE-BELEN-ACOMPANAMIENTO-DAGRD-2013.pdf', 'description': 'Informe'}",True,ALTO,337
